instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,last_modified
8017,2011-12-05,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10.0,238,248,2023-03-23 02:00:13.197726
8018,2011-12-05,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0.0,16.0,430,446,2023-03-23 02:00:13.197726
8019,2011-12-05,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0.0,13.0,386,399,2023-03-23 02:00:13.197726
8020,2011-12-05,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0.0,13.0,295,308,2023-03-23 02:00:13.197726
8021,2011-12-05,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15.0,190,205,2023-03-23 02:00:13.197726
8022,2011-12-05,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10.0,166,176,2023-03-23 02:00:13.197726
8023,2011-12-05,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12.0,94,106,2023-03-23 02:00:13.197726
8024,2011-12-05,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8.0,54,62,2023-03-23 02:00:13.197726
8025,2011-12-06,4,0,12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,3.0,25,28,2023-03-23 02:00:13.197726
8026,2011-12-06,4,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2.0,14,16,2023-03-23 02:00:13.197726
8027,2011-12-06,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,0.0,3,3,2023-03-23 02:00:13.197726
8028,2011-12-06,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.194,0.0,3,3,2023-03-23 02:00:13.197726
8029,2011-12-06,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0.0,7,7,2023-03-23 02:00:13.197726
8030,2011-12-06,4,0,12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,0.0,20,20,2023-03-23 02:00:13.197726
8031,2011-12-06,4,0,12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,5.0,81,86,2023-03-23 02:00:13.197726
8032,2011-12-06,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,7.0,227,234,2023-03-23 02:00:13.197726
8033,2011-12-06,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,13.0,401,414,2023-03-23 02:00:13.197726
8034,2011-12-06,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4.0,200,204,2023-03-23 02:00:13.197726
8035,2011-12-06,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6.0,44,50,2023-03-23 02:00:13.197726
8036,2011-12-06,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,4.0,28,32,2023-03-23 02:00:13.197726
8037,2011-12-06,4,0,12,12,0,2,1,3,0.46,0.4545,1.0,0.2239,5.0,50,55,2023-03-23 02:00:13.197726
8038,2011-12-06,4,0,12,13,0,2,1,3,0.46,0.4545,1.0,0.194,6.0,65,71,2023-03-23 02:00:13.197726
8039,2011-12-06,4,0,12,14,0,2,1,3,0.48,0.4697,1.0,0.2239,6.0,69,75,2023-03-23 02:00:13.197726
8040,2011-12-06,4,0,12,15,0,2,1,3,0.5,0.4848,1.0,0.194,2.0,43,45,2023-03-23 02:00:13.197726
8041,2011-12-06,4,0,12,16,0,2,1,3,0.46,0.4545,1.0,0.2537,4.0,84,88,2023-03-23 02:00:13.197726
8042,2011-12-06,4,0,12,17,0,2,1,2,0.46,0.4545,1.0,0.2239,13.0,249,262,2023-03-23 02:00:13.197726
8043,2011-12-06,4,0,12,18,0,2,1,2,0.46,0.4545,1.0,0.2836,17.0,287,304,2023-03-23 02:00:13.197726
8044,2011-12-06,4,0,12,19,0,2,1,3,0.46,0.4545,1.0,0.2985,10.0,223,233,2023-03-23 02:00:13.197726
8045,2011-12-06,4,0,12,20,0,2,1,3,0.46,0.4545,1.0,0.2985,3.0,107,110,2023-03-23 02:00:13.197726
8046,2011-12-06,4,0,12,21,0,2,1,2,0.44,0.4394,1.0,0.194,6.0,108,114,2023-03-23 02:00:13.197726
8047,2011-12-06,4,0,12,22,0,2,1,3,0.46,0.4545,1.0,0.1642,5.0,82,87,2023-03-23 02:00:13.197726
8048,2011-12-06,4,0,12,23,0,2,1,3,0.46,0.4545,1.0,0.1642,5.0,48,53,2023-03-23 02:00:13.197726
8049,2011-12-07,4,0,12,0,0,3,1,1,0.44,0.4394,1.0,0.194,3.0,30,33,2023-03-23 02:00:13.197726
8050,2011-12-07,4,0,12,1,0,3,1,2,0.46,0.4545,1.0,0.2537,4.0,9,13,2023-03-23 02:00:13.197726
8051,2011-12-07,4,0,12,2,0,3,1,3,0.46,0.4545,1.0,0.2239,2.0,4,6,2023-03-23 02:00:13.197726
8052,2011-12-07,4,0,12,3,0,3,1,3,0.46,0.4545,1.0,0.2239,0.0,3,3,2023-03-23 02:00:13.197726
8053,2011-12-07,4,0,12,4,0,3,1,3,0.46,0.4545,1.0,0.1642,0.0,1,1,2023-03-23 02:00:13.197726
8054,2011-12-07,4,0,12,5,0,3,1,3,0.46,0.4545,1.0,0.1642,0.0,3,3,2023-03-23 02:00:13.197726
8055,2011-12-07,4,0,12,6,0,3,1,3,0.48,0.4697,1.0,0.4179,0.0,18,18,2023-03-23 02:00:13.197726
8056,2011-12-07,4,0,12,7,0,3,1,3,0.44,0.4394,1.0,0.1045,3.0,43,46,2023-03-23 02:00:13.197726
8057,2011-12-07,4,0,12,8,0,3,1,3,0.44,0.4394,1.0,0.0,6.0,80,86,2023-03-23 02:00:13.197726
8058,2011-12-07,4,0,12,9,0,3,1,3,0.44,0.4394,1.0,0.2537,0.0,64,64,2023-03-23 02:00:13.197726
8059,2011-12-07,4,0,12,10,0,3,1,3,0.44,0.4394,1.0,0.0896,1.0,32,33,2023-03-23 02:00:13.197726
8060,2011-12-07,4,0,12,11,0,3,1,3,0.44,0.4394,1.0,0.0896,3.0,47,50,2023-03-23 02:00:13.197726
8061,2011-12-07,4,0,12,12,0,3,1,3,0.44,0.4394,1.0,0.1343,4.0,29,33,2023-03-23 02:00:13.197726
8062,2011-12-07,4,0,12,13,0,3,1,3,0.44,0.4394,1.0,0.194,5.0,28,33,2023-03-23 02:00:13.197726
8063,2011-12-07,4,0,12,14,0,3,1,3,0.44,0.4394,1.0,0.194,1.0,24,25,2023-03-23 02:00:13.197726
8064,2011-12-07,4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,5.0,25,30,2023-03-23 02:00:13.197726
8065,2011-12-07,4,0,12,16,0,3,1,3,0.42,0.4242,0.94,0.194,3.0,28,31,2023-03-23 02:00:13.197726
8066,2011-12-07,4,0,12,17,0,3,1,3,0.4,0.4091,1.0,0.3284,4.0,48,52,2023-03-23 02:00:13.197726
8067,2011-12-07,4,0,12,18,0,3,1,3,0.4,0.4091,0.94,0.2985,3.0,48,51,2023-03-23 02:00:13.197726
8068,2011-12-07,4,0,12,19,0,3,1,3,0.34,0.2879,0.87,0.6418,2.0,31,33,2023-03-23 02:00:13.197726
8069,2011-12-07,4,0,12,20,0,3,1,3,0.34,0.2879,0.87,0.6418,1.0,25,26,2023-03-23 02:00:13.197726
8070,2011-12-07,4,0,12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,0.0,6,6,2023-03-23 02:00:13.197726
8071,2011-12-07,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,0.0,13,13,2023-03-23 02:00:13.197726
8072,2011-12-07,4,0,12,23,0,3,1,1,0.24,0.2121,0.93,0.3881,0.0,16,16,2023-03-23 02:00:13.197726
8073,2011-12-08,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0.0,21,21,2023-03-23 02:00:13.197726
8074,2011-12-08,4,0,12,1,0,4,1,1,0.26,0.2273,0.81,0.3582,1.0,6,7,2023-03-23 02:00:13.197726
8075,2011-12-08,4,0,12,2,0,4,1,1,0.28,0.2727,0.65,0.2239,0.0,4,4,2023-03-23 02:00:13.197726
8076,2011-12-08,4,0,12,3,0,4,1,1,0.26,0.2273,0.6,0.2985,0.0,1,1,2023-03-23 02:00:13.197726
8077,2011-12-08,4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627,0.0,2,2,2023-03-23 02:00:13.197726
8078,2011-12-08,4,0,12,5,0,4,1,1,0.22,0.2121,0.64,0.2239,0.0,12,12,2023-03-23 02:00:13.197726
8079,2011-12-08,4,0,12,6,0,4,1,1,0.22,0.2121,0.55,0.2836,0.0,71,71,2023-03-23 02:00:13.197726
8080,2011-12-08,4,0,12,7,0,4,1,1,0.22,0.2121,0.6,0.2239,11.0,233,244,2023-03-23 02:00:13.197726
8081,2011-12-08,4,0,12,8,0,4,1,1,0.22,0.2121,0.55,0.2836,11.0,418,429,2023-03-23 02:00:13.197726
8082,2011-12-08,4,0,12,9,0,4,1,1,0.24,0.2121,0.52,0.3881,7.0,218,225,2023-03-23 02:00:13.197726
8083,2011-12-08,4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,1.0,109,110,2023-03-23 02:00:13.197726
8084,2011-12-08,4,0,12,11,0,4,1,1,0.28,0.2727,0.52,0.2537,6.0,100,106,2023-03-23 02:00:13.197726
8085,2011-12-08,4,0,12,12,0,4,1,1,0.28,0.2576,0.52,0.3284,8.0,148,156,2023-03-23 02:00:13.197726
8086,2011-12-08,4,0,12,13,0,4,1,1,0.3,0.2727,0.49,0.3582,9.0,115,124,2023-03-23 02:00:13.197726
8087,2011-12-08,4,0,12,14,0,4,1,1,0.32,0.303,0.45,0.2537,16.0,121,137,2023-03-23 02:00:13.197726
8088,2011-12-08,4,0,12,15,0,4,1,1,0.32,0.3333,0.45,0.1343,19.0,98,117,2023-03-23 02:00:13.197726
8089,2011-12-08,4,0,12,16,0,4,1,1,0.32,0.3182,0.45,0.194,7.0,201,208,2023-03-23 02:00:13.197726
8090,2011-12-08,4,0,12,17,0,4,1,1,0.3,0.3182,0.49,0.1045,10.0,321,331,2023-03-23 02:00:13.197726
8091,2011-12-08,4,0,12,18,0,4,1,1,0.28,0.2727,0.52,0.2239,12.0,306,318,2023-03-23 02:00:13.197726
8092,2011-12-08,4,0,12,19,0,4,1,1,0.26,0.2727,0.56,0.1045,12.0,220,232,2023-03-23 02:00:13.197726
8093,2011-12-08,4,0,12,20,0,4,1,1,0.26,0.2727,0.6,0.1045,5.0,170,175,2023-03-23 02:00:13.197726
8094,2011-12-08,4,0,12,21,0,4,1,1,0.28,0.303,0.61,0.0896,4.0,135,139,2023-03-23 02:00:13.197726
8095,2011-12-08,4,0,12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,8.0,84,92,2023-03-23 02:00:13.197726
8096,2011-12-08,4,0,12,23,0,4,1,1,0.24,0.2576,0.7,0.1045,3.0,58,61,2023-03-23 02:00:13.197726
8097,2011-12-09,4,0,12,0,0,5,1,1,0.24,0.2879,0.65,0.0,8.0,26,34,2023-03-23 02:00:13.197726
8098,2011-12-09,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0.0,2.0,12,14,2023-03-23 02:00:13.197726
8099,2011-12-09,4,0,12,2,0,5,1,1,0.24,0.2879,0.7,0.0,2.0,10,12,2023-03-23 02:00:13.197726
8100,2011-12-09,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,1.0,5,6,2023-03-23 02:00:13.197726
8101,2011-12-09,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,1.0,1,2,2023-03-23 02:00:13.197726
8102,2011-12-09,4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0.0,0.0,20,20,2023-03-23 02:00:13.197726
8103,2011-12-09,4,0,12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,1.0,62,63,2023-03-23 02:00:13.197726
8104,2011-12-09,4,0,12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,4.0,195,199,2023-03-23 02:00:13.197726
8105,2011-12-09,4,0,12,8,0,5,1,1,0.24,0.2879,0.81,0.0,7.0,378,385,2023-03-23 02:00:13.197726
8106,2011-12-09,4,0,12,9,0,5,1,1,0.26,0.2879,0.81,0.0896,8.0,256,264,2023-03-23 02:00:13.197726
8107,2011-12-09,4,0,12,10,0,5,1,2,0.3,0.303,0.7,0.1642,11.0,115,126,2023-03-23 02:00:13.197726
8108,2011-12-09,4,0,12,11,0,5,1,1,0.32,0.303,0.7,0.2537,15.0,121,136,2023-03-23 02:00:13.197726
8109,2011-12-09,4,0,12,12,0,5,1,1,0.36,0.3333,0.57,0.2985,27.0,146,173,2023-03-23 02:00:13.197726
8110,2011-12-09,4,0,12,13,0,5,1,1,0.38,0.3939,0.5,0.194,27.0,141,168,2023-03-23 02:00:13.197726
8111,2011-12-09,4,0,12,14,0,5,1,1,0.38,0.3939,0.46,0.2836,24.0,163,187,2023-03-23 02:00:13.197726
8112,2011-12-09,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29.0,160,189,2023-03-23 02:00:13.197726
8113,2011-12-09,4,0,12,16,0,5,1,1,0.36,0.3485,0.62,0.1343,24.0,226,250,2023-03-23 02:00:13.197726
8114,2011-12-09,4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,10.0,352,362,2023-03-23 02:00:13.197726
8115,2011-12-09,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0.0,10.0,308,318,2023-03-23 02:00:13.197726
8116,2011-12-09,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0.0,10.0,189,199,2023-03-23 02:00:13.197726
8117,2011-12-09,4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0.0,10.0,140,150,2023-03-23 02:00:13.197726
8118,2011-12-09,4,0,12,21,0,5,1,1,0.3,0.3333,0.75,0.0,9.0,131,140,2023-03-23 02:00:13.197726
8119,2011-12-09,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0.0,15.0,114,129,2023-03-23 02:00:13.197726
8120,2011-12-09,4,0,12,23,0,5,1,1,0.28,0.3182,0.81,0.0,6.0,88,94,2023-03-23 02:00:13.197726
8121,2011-12-10,4,0,12,0,0,6,0,2,0.26,0.2727,0.81,0.1045,11.0,66,77,2023-03-23 02:00:13.197726
8122,2011-12-10,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,11.0,55,66,2023-03-23 02:00:13.197726
8123,2011-12-10,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,12.0,48,60,2023-03-23 02:00:13.197726
8124,2011-12-10,4,0,12,3,0,6,0,2,0.28,0.303,0.61,0.0896,5.0,20,25,2023-03-23 02:00:13.197726
8125,2011-12-10,4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,0.0,3,3,2023-03-23 02:00:13.197726
8126,2011-12-10,4,0,12,5,0,6,0,1,0.26,0.2576,0.6,0.1642,0.0,6,6,2023-03-23 02:00:13.197726
8127,2011-12-10,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1.0,10,11,2023-03-23 02:00:13.197726
8128,2011-12-10,4,0,12,7,0,6,0,1,0.24,0.2273,0.65,0.194,0.0,11,11,2023-03-23 02:00:13.197726
8129,2011-12-10,4,0,12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,5.0,68,73,2023-03-23 02:00:13.197726
8130,2011-12-10,4,0,12,9,0,6,0,1,0.28,0.2576,0.61,0.2836,15.0,134,149,2023-03-23 02:00:13.197726
8131,2011-12-10,4,0,12,10,0,6,0,1,0.32,0.303,0.57,0.2537,31.0,161,192,2023-03-23 02:00:13.197726
8132,2011-12-10,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,44.0,192,236,2023-03-23 02:00:13.197726
8133,2011-12-10,4,0,12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,48.0,235,283,2023-03-23 02:00:13.197726
8134,2011-12-10,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47.0,239,286,2023-03-23 02:00:13.197726
8135,2011-12-10,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,51.0,242,293,2023-03-23 02:00:13.197726
8136,2011-12-10,4,0,12,15,0,6,0,1,0.34,0.303,0.34,0.3582,60.0,239,299,2023-03-23 02:00:13.197726
8137,2011-12-10,4,0,12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,58.0,183,241,2023-03-23 02:00:13.197726
8138,2011-12-10,4,0,12,17,0,6,0,1,0.28,0.2576,0.36,0.3284,34.0,151,185,2023-03-23 02:00:13.197726
8139,2011-12-10,4,0,12,18,0,6,0,1,0.26,0.2576,0.38,0.2239,28.0,144,172,2023-03-23 02:00:13.197726
8140,2011-12-10,4,0,12,19,0,6,0,1,0.26,0.2424,0.38,0.2836,15.0,139,154,2023-03-23 02:00:13.197726
8141,2011-12-10,4,0,12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,10.0,114,124,2023-03-23 02:00:13.197726
8142,2011-12-10,4,0,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,4.0,79,83,2023-03-23 02:00:13.197726
8143,2011-12-10,4,0,12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,7.0,88,95,2023-03-23 02:00:13.197726
8144,2011-12-10,4,0,12,23,0,6,0,1,0.2,0.2121,0.47,0.1642,5.0,61,66,2023-03-23 02:00:13.197726
8145,2011-12-11,4,0,12,0,0,0,0,1,0.2,0.197,0.51,0.2239,5.0,69,74,2023-03-23 02:00:13.197726
8146,2011-12-11,4,0,12,1,0,0,0,1,0.16,0.1515,0.59,0.2239,8.0,54,62,2023-03-23 02:00:13.197726
8147,2011-12-11,4,0,12,2,0,0,0,1,0.18,0.1667,0.55,0.2537,5.0,47,52,2023-03-23 02:00:13.197726
8148,2011-12-11,4,0,12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,2.0,17,19,2023-03-23 02:00:13.197726
8149,2011-12-11,4,0,12,4,0,0,0,1,0.16,0.1667,0.59,0.1642,0.0,5,5,2023-03-23 02:00:13.197726
8150,2011-12-11,4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,0.0,6,6,2023-03-23 02:00:13.197726
8151,2011-12-11,4,0,12,6,0,0,0,1,0.16,0.2273,0.59,0.0,0.0,10,10,2023-03-23 02:00:13.197726
8152,2011-12-11,4,0,12,7,0,0,0,1,0.18,0.2424,0.55,0.0,1.0,30,31,2023-03-23 02:00:13.197726
8153,2011-12-11,4,0,12,8,0,0,0,1,0.16,0.2273,0.69,0.0,4.0,68,72,2023-03-23 02:00:13.197726
8154,2011-12-11,4,0,12,9,0,0,0,1,0.2,0.2576,0.59,0.0,19.0,88,107,2023-03-23 02:00:13.197726
8155,2011-12-11,4,0,12,10,0,0,0,1,0.24,0.2879,0.44,0.0,30.0,164,194,2023-03-23 02:00:13.197726
8156,2011-12-11,4,0,12,11,0,0,0,1,0.26,0.303,0.35,0.0,31.0,166,197,2023-03-23 02:00:13.197726
8157,2011-12-11,4,0,12,12,0,0,0,1,0.26,0.303,0.35,0.0,42.0,246,288,2023-03-23 02:00:13.197726
8158,2011-12-11,4,0,12,13,0,0,0,1,0.3,0.3333,0.31,0.0,44.0,224,268,2023-03-23 02:00:13.197726
8159,2011-12-11,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0.0,44.0,198,242,2023-03-23 02:00:13.197726
8160,2011-12-11,4,0,12,15,0,0,0,1,0.3,0.3333,0.26,0.0,47.0,219,266,2023-03-23 02:00:13.197726
8161,2011-12-11,4,0,12,16,0,0,0,1,0.3,0.3333,0.26,0.0,32.0,174,206,2023-03-23 02:00:13.197726
8162,2011-12-11,4,0,12,17,0,0,0,1,0.28,0.3182,0.3,0.0,13.0,150,163,2023-03-23 02:00:13.197726
8163,2011-12-11,4,0,12,18,0,0,0,1,0.24,0.2273,0.48,0.194,12.0,151,163,2023-03-23 02:00:13.197726
8164,2011-12-11,4,0,12,19,0,0,0,1,0.22,0.2273,0.55,0.194,7.0,98,105,2023-03-23 02:00:13.197726
8165,2011-12-11,4,0,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,10.0,62,72,2023-03-23 02:00:13.197726
8166,2011-12-11,4,0,12,21,0,0,0,1,0.22,0.2727,0.55,0.0,10.0,53,63,2023-03-23 02:00:13.197726
8167,2011-12-11,4,0,12,22,0,0,0,1,0.22,0.2727,0.55,0.0,7.0,36,43,2023-03-23 02:00:13.197726
8168,2011-12-11,4,0,12,23,0,0,0,1,0.2,0.2576,0.69,0.0,4.0,31,35,2023-03-23 02:00:13.197726
8169,2011-12-12,4,0,12,0,0,1,1,1,0.2,0.2273,0.69,0.0896,4.0,16,20,2023-03-23 02:00:13.197726
8170,2011-12-12,4,0,12,1,0,1,1,1,0.2,0.2576,0.69,0.0,0.0,9,9,2023-03-23 02:00:13.197726
8171,2011-12-12,4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0.0,0.0,4,4,2023-03-23 02:00:13.197726
8172,2011-12-12,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0.0,0.0,2,2,2023-03-23 02:00:13.197726
8173,2011-12-12,4,0,12,4,0,1,1,1,0.18,0.2424,0.74,0.0,0.0,3,3,2023-03-23 02:00:13.197726
8174,2011-12-12,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0.0,0.0,21,21,2023-03-23 02:00:13.197726
8175,2011-12-12,4,0,12,6,0,1,1,1,0.16,0.1818,0.8,0.1045,1.0,63,64,2023-03-23 02:00:13.197726
8176,2011-12-12,4,0,12,7,0,1,1,1,0.14,0.1515,0.86,0.1343,4.0,231,235,2023-03-23 02:00:13.197726
8177,2011-12-12,4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,7.0,378,385,2023-03-23 02:00:13.197726
8178,2011-12-12,4,0,12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,12.0,208,220,2023-03-23 02:00:13.197726
8179,2011-12-12,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,14.0,91,105,2023-03-23 02:00:13.197726
8180,2011-12-12,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,15.0,100,115,2023-03-23 02:00:13.197726
8181,2011-12-12,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7.0,138,145,2023-03-23 02:00:13.197726
8182,2011-12-12,4,0,12,13,0,1,1,2,0.3,0.3182,0.52,0.1045,13.0,153,166,2023-03-23 02:00:13.197726
8183,2011-12-12,4,0,12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,16.0,95,111,2023-03-23 02:00:13.197726
8184,2011-12-12,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,8.0,124,132,2023-03-23 02:00:13.197726
8185,2011-12-12,4,0,12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,5.0,209,214,2023-03-23 02:00:13.197726
8186,2011-12-12,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0.0,7.0,352,359,2023-03-23 02:00:13.197726
8187,2011-12-12,4,0,12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,8.0,349,357,2023-03-23 02:00:13.197726
8188,2011-12-12,4,0,12,19,0,1,1,1,0.28,0.303,0.61,0.0896,9.0,232,241,2023-03-23 02:00:13.197726
8189,2011-12-12,4,0,12,20,0,1,1,1,0.3,0.3182,0.56,0.0896,8.0,157,165,2023-03-23 02:00:13.197726
8190,2011-12-12,4,0,12,21,0,1,1,1,0.26,0.303,0.81,0.0,2.0,119,121,2023-03-23 02:00:13.197726
8191,2011-12-12,4,0,12,22,0,1,1,1,0.26,0.303,0.7,0.0,0.0,71,71,2023-03-23 02:00:13.197726
8192,2011-12-12,4,0,12,23,0,1,1,1,0.24,0.2879,0.75,0.0,3.0,42,45,2023-03-23 02:00:13.197726
8193,2011-12-13,4,0,12,0,0,2,1,1,0.22,0.2727,0.8,0.0,1.0,16,17,2023-03-23 02:00:13.197726
8194,2011-12-13,4,0,12,1,0,2,1,1,0.2,0.2576,0.8,0.0,0.0,4,4,2023-03-23 02:00:13.197726
8195,2011-12-13,4,0,12,2,0,2,1,1,0.2,0.2576,0.8,0.0,1.0,1,2,2023-03-23 02:00:13.197726
8196,2011-12-13,4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0.0,0.0,3,3,2023-03-23 02:00:13.197726
8197,2011-12-13,4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0.0,0.0,4,4,2023-03-23 02:00:13.197726
8198,2011-12-13,4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0.0,0.0,20,20,2023-03-23 02:00:13.197726
8199,2011-12-13,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0.0,0.0,92,92,2023-03-23 02:00:13.197726
8200,2011-12-13,4,0,12,7,0,2,1,1,0.16,0.1667,0.8,0.1642,2.0,221,223,2023-03-23 02:00:13.197726
8201,2011-12-13,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9.0,391,400,2023-03-23 02:00:13.197726
8202,2011-12-13,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,10.0,223,233,2023-03-23 02:00:13.197726
8203,2011-12-13,4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,3.0,99,102,2023-03-23 02:00:13.197726
8204,2011-12-13,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,9.0,115,124,2023-03-23 02:00:13.197726
8205,2011-12-13,4,0,12,12,0,2,1,1,0.36,0.3333,0.43,0.3582,20.0,147,167,2023-03-23 02:00:13.197726
8206,2011-12-13,4,0,12,13,0,2,1,1,0.4,0.4091,0.37,0.3284,7.0,120,127,2023-03-23 02:00:13.197726
8207,2011-12-13,4,0,12,14,0,2,1,1,0.4,0.4091,0.37,0.2537,18.0,116,134,2023-03-23 02:00:13.197726
8208,2011-12-13,4,0,12,15,0,2,1,1,0.4,0.4091,0.35,0.2537,7.0,144,151,2023-03-23 02:00:13.197726
8209,2011-12-13,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537,13.0,194,207,2023-03-23 02:00:13.197726
8210,2011-12-13,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.194,17.0,381,398,2023-03-23 02:00:13.197726
8211,2011-12-13,4,0,12,18,0,2,1,1,0.34,0.3182,0.42,0.2239,12.0,370,382,2023-03-23 02:00:13.197726
8212,2011-12-13,4,0,12,19,0,2,1,1,0.32,0.3182,0.49,0.1642,5.0,262,267,2023-03-23 02:00:13.197726
8213,2011-12-13,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642,7.0,154,161,2023-03-23 02:00:13.197726
8214,2011-12-13,4,0,12,21,0,2,1,1,0.3,0.303,0.52,0.1642,5.0,134,139,2023-03-23 02:00:13.197726
8215,2011-12-13,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,5.0,102,107,2023-03-23 02:00:13.197726
8216,2011-12-13,4,0,12,23,0,2,1,1,0.26,0.303,0.7,0.0,4.0,55,59,2023-03-23 02:00:13.197726
8217,2011-12-14,4,0,12,0,0,3,1,1,0.26,0.303,0.75,0.0,0.0,22,22,2023-03-23 02:00:13.197726
8218,2011-12-14,4,0,12,1,0,3,1,1,0.26,0.303,0.75,0.0,0.0,8,8,2023-03-23 02:00:13.197726
8219,2011-12-14,4,0,12,2,0,3,1,1,0.26,0.303,0.75,0.0,0.0,2,2,2023-03-23 02:00:13.197726
8220,2011-12-14,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0.0,0.0,3,3,2023-03-23 02:00:13.197726
8221,2011-12-14,4,0,12,4,0,3,1,1,0.26,0.303,0.75,0.0,0.0,4,4,2023-03-23 02:00:13.197726
8222,2011-12-14,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0.0,0.0,26,26,2023-03-23 02:00:13.197726
