instant,date,season,year,month,hour,holiday,weekday,day_type,weather,temperature,warming_sensation,humidity,windspeed,casual,registered,count,last_modified
7361,2011-11-08,winter,2011,Nov,7,0,Tue,Working_day,Clear,0.3,0.3182,0.87,0.1045,7.0,316,323,2023-03-26 04:01:44.335810
7362,2011-11-08,winter,2011,Nov,8,0,Tue,Working_day,Clear,0.32,0.3333,0.93,0.1045,11.0,455,466,2023-03-26 04:01:44.335810
7363,2011-11-08,winter,2011,Nov,9,0,Tue,Working_day,Clear,0.36,0.3788,0.87,0.0,14.0,177,191,2023-03-26 04:01:44.335810
7364,2011-11-08,winter,2011,Nov,10,0,Tue,Working_day,Clear,0.42,0.4242,0.71,0.0896,25.0,104,129,2023-03-26 04:01:44.335810
7365,2011-11-08,winter,2011,Nov,11,0,Tue,Working_day,Clear,0.46,0.4545,0.63,0.1343,21.0,126,147,2023-03-26 04:01:44.335810
7366,2011-11-08,winter,2011,Nov,12,0,Tue,Working_day,Clear,0.52,0.5,0.52,0.1343,28.0,175,203,2023-03-26 04:01:44.335810
7367,2011-11-08,winter,2011,Nov,13,0,Tue,Working_day,Clear,0.54,0.5152,0.49,0.1642,31.0,165,196,2023-03-26 04:01:44.335810
7368,2011-11-08,winter,2011,Nov,14,0,Tue,Working_day,Clear,0.56,0.5303,0.46,0.1045,32.0,129,161,2023-03-26 04:01:44.335810
7369,2011-11-08,winter,2011,Nov,15,0,Tue,Working_day,Clear,0.58,0.5455,0.46,0.1045,33.0,155,188,2023-03-26 04:01:44.335810
7370,2011-11-08,winter,2011,Nov,16,0,Tue,Working_day,Clear,0.56,0.5303,0.46,0.1343,39.0,250,289,2023-03-26 04:01:44.335810
7371,2011-11-08,winter,2011,Nov,17,0,Tue,Working_day,Clear,0.52,0.5,0.43,0.1642,40.0,459,499,2023-03-26 04:01:44.335810
7372,2011-11-08,winter,2011,Nov,18,0,Tue,Working_day,Clear,0.48,0.4697,0.55,0.1343,30.0,432,462,2023-03-26 04:01:44.335810
7373,2011-11-08,winter,2011,Nov,19,0,Tue,Working_day,Clear,0.46,0.4545,0.59,0.0,14.0,264,278,2023-03-26 04:01:44.335810
7374,2011-11-08,winter,2011,Nov,20,0,Tue,Working_day,Clear,0.4,0.4091,0.76,0.0,12.0,169,181,2023-03-26 04:01:44.335810
7375,2011-11-08,winter,2011,Nov,21,0,Tue,Working_day,Clear,0.4,0.4091,0.76,0.0,16.0,166,182,2023-03-26 04:01:44.335810
7376,2011-11-08,winter,2011,Nov,22,0,Tue,Working_day,Clear,0.36,0.3788,0.87,0.0,13.0,95,108,2023-03-26 04:01:44.335810
7377,2011-11-08,winter,2011,Nov,23,0,Tue,Working_day,Clear,0.36,0.3788,0.81,0.0,3.0,45,48,2023-03-26 04:01:44.335810
7378,2011-11-09,winter,2011,Nov,0,0,Wed,Working_day,Clear,0.36,0.3788,0.87,0.0,0.0,13,13,2023-03-26 04:01:44.335810
7379,2011-11-09,winter,2011,Nov,1,0,Wed,Working_day,Clear,0.34,0.3636,0.87,0.0,0.0,10,10,2023-03-26 04:01:44.335810
7380,2011-11-09,winter,2011,Nov,2,0,Wed,Working_day,Clear,0.32,0.3485,0.93,0.0,0.0,5,5,2023-03-26 04:01:44.335810
7381,2011-11-09,winter,2011,Nov,3,0,Wed,Working_day,Clear,0.32,0.3485,0.93,0.0,0.0,4,4,2023-03-26 04:01:44.335810
7382,2011-11-09,winter,2011,Nov,4,0,Wed,Working_day,Clear,0.32,0.3485,0.87,0.0,0.0,4,4,2023-03-26 04:01:44.335810
7383,2011-11-09,winter,2011,Nov,5,0,Wed,Working_day,Clear,0.3,0.3333,0.87,0.0,0.0,28,28,2023-03-26 04:01:44.335810
7384,2011-11-09,winter,2011,Nov,6,0,Wed,Working_day,Clear,0.3,0.3333,0.87,0.0,0.0,98,98,2023-03-26 04:01:44.335810
7385,2011-11-09,winter,2011,Nov,7,0,Wed,Working_day,Clear,0.3,0.3333,0.87,0.0,0.0,300,300,2023-03-26 04:01:44.335810
7386,2011-11-09,winter,2011,Nov,8,0,Wed,Working_day,Clear,0.32,0.3485,0.93,0.0,19.0,437,456,2023-03-26 04:01:44.335810
7387,2011-11-09,winter,2011,Nov,9,0,Wed,Working_day,Clear,0.34,0.3636,0.93,0.0,22.0,197,219,2023-03-26 04:01:44.335810
7388,2011-11-09,winter,2011,Nov,10,0,Wed,Working_day,Clear,0.4,0.4091,0.76,0.1045,16.0,89,105,2023-03-26 04:01:44.335810
7389,2011-11-09,winter,2011,Nov,11,0,Wed,Working_day,Clear,0.46,0.4545,0.67,0.1642,21.0,131,152,2023-03-26 04:01:44.335810
7390,2011-11-09,winter,2011,Nov,12,0,Wed,Working_day,Clear,0.5,0.4848,0.51,0.1642,24.0,156,180,2023-03-26 04:01:44.335810
7391,2011-11-09,winter,2011,Nov,13,0,Wed,Working_day,Clear,0.5,0.4848,0.51,0.1642,31.0,136,167,2023-03-26 04:01:44.335810
7392,2011-11-09,winter,2011,Nov,14,0,Wed,Working_day,Clear,0.52,0.5,0.48,0.1642,26.0,153,179,2023-03-26 04:01:44.335810
7393,2011-11-09,winter,2011,Nov,15,0,Wed,Working_day,Clear,0.52,0.5,0.45,0.2239,21.0,130,151,2023-03-26 04:01:44.335810
7394,2011-11-09,winter,2011,Nov,16,0,Wed,Working_day,Clear,0.52,0.5,0.48,0.194,24.0,257,281,2023-03-26 04:01:44.335810
7395,2011-11-09,winter,2011,Nov,17,0,Wed,Working_day,Clear,0.46,0.4545,0.63,0.1045,27.0,458,485,2023-03-26 04:01:44.335810
7396,2011-11-09,winter,2011,Nov,18,0,Wed,Working_day,Clear,0.44,0.4394,0.67,0.1045,21.0,387,408,2023-03-26 04:01:44.335810
7397,2011-11-09,winter,2011,Nov,19,0,Wed,Working_day,Clear,0.44,0.4394,0.72,0.1045,12.0,292,304,2023-03-26 04:01:44.335810
7398,2011-11-09,winter,2011,Nov,20,0,Wed,Working_day,Clear,0.44,0.4394,0.77,0.0,18.0,201,219,2023-03-26 04:01:44.335810
7399,2011-11-09,winter,2011,Nov,21,0,Wed,Working_day,Clear,0.4,0.4091,0.87,0.0,9.0,152,161,2023-03-26 04:01:44.335810
7400,2011-11-09,winter,2011,Nov,22,0,Wed,Working_day,Clear,0.4,0.4091,0.87,0.0,9.0,105,114,2023-03-26 04:01:44.335810
7401,2011-11-09,winter,2011,Nov,23,0,Wed,Working_day,Clear,0.38,0.3939,0.87,0.0,5.0,61,66,2023-03-26 04:01:44.335810
7402,2011-11-10,winter,2011,Nov,0,0,Thu,Working_day,Clear,0.4,0.4091,0.87,0.0,0.0,24,24,2023-03-26 04:01:44.335810
7403,2011-11-10,winter,2011,Nov,1,0,Thu,Working_day,Mist,0.4,0.4091,0.87,0.0,1.0,10,11,2023-03-26 04:01:44.335810
7404,2011-11-10,winter,2011,Nov,2,0,Thu,Working_day,Mist,0.38,0.3939,0.94,0.0,0.0,5,5,2023-03-26 04:01:44.335810
7405,2011-11-10,winter,2011,Nov,3,0,Thu,Working_day,Clear,0.38,0.3939,0.94,0.0896,0.0,11,11,2023-03-26 04:01:44.335810
7406,2011-11-10,winter,2011,Nov,4,0,Thu,Working_day,Clear,0.38,0.3939,0.94,0.0896,1.0,2,3,2023-03-26 04:01:44.335810
7407,2011-11-10,winter,2011,Nov,5,0,Thu,Working_day,Mist,0.36,0.3485,1.0,0.1343,1.0,22,23,2023-03-26 04:01:44.335810
7408,2011-11-10,winter,2011,Nov,6,0,Thu,Working_day,Mist,0.36,0.3485,1.0,0.1343,4.0,110,114,2023-03-26 04:01:44.335810
7409,2011-11-10,winter,2011,Nov,7,0,Thu,Working_day,Mist,0.38,0.3939,0.94,0.1642,6.0,266,272,2023-03-26 04:01:44.335810
7410,2011-11-10,winter,2011,Nov,8,0,Thu,Working_day,Mist,0.4,0.4091,0.94,0.0896,18.0,418,436,2023-03-26 04:01:44.335810
7411,2011-11-10,winter,2011,Nov,9,0,Thu,Working_day,Mist,0.42,0.4242,0.94,0.1045,23.0,188,211,2023-03-26 04:01:44.335810
7412,2011-11-10,winter,2011,Nov,10,0,Thu,Working_day,Mist,0.44,0.4394,0.88,0.2239,17.0,100,117,2023-03-26 04:01:44.335810
7413,2011-11-10,winter,2011,Nov,11,0,Thu,Working_day,Mist,0.46,0.4545,0.67,0.3881,9.0,99,108,2023-03-26 04:01:44.335810
7414,2011-11-10,winter,2011,Nov,12,0,Thu,Working_day,Mist,0.42,0.4242,0.67,0.3582,18.0,149,167,2023-03-26 04:01:44.335810
7415,2011-11-10,winter,2011,Nov,13,0,Thu,Working_day,Light Snow,0.36,0.3333,0.81,0.3582,9.0,87,96,2023-03-26 04:01:44.335810
7416,2011-11-10,winter,2011,Nov,14,0,Thu,Working_day,Light Snow,0.36,0.3333,0.87,0.2836,6.0,58,64,2023-03-26 04:01:44.335810
7417,2011-11-10,winter,2011,Nov,15,0,Thu,Working_day,Light Snow,0.36,0.3333,0.81,0.2985,5.0,57,62,2023-03-26 04:01:44.335810
7418,2011-11-10,winter,2011,Nov,16,0,Thu,Working_day,Light Snow,0.36,0.3485,0.81,0.2239,6.0,67,73,2023-03-26 04:01:44.335810
7419,2011-11-10,winter,2011,Nov,17,0,Thu,Working_day,Light Snow,0.36,0.3485,0.81,0.2239,9.0,168,177,2023-03-26 04:01:44.335810
7420,2011-11-10,winter,2011,Nov,18,0,Thu,Working_day,Mist,0.36,0.3485,0.81,0.1642,10.0,263,273,2023-03-26 04:01:44.335810
7421,2011-11-10,winter,2011,Nov,19,0,Thu,Working_day,Mist,0.36,0.3485,0.71,0.2239,19.0,192,211,2023-03-26 04:01:44.335810
7422,2011-11-10,winter,2011,Nov,20,0,Thu,Working_day,Mist,0.36,0.3333,0.62,0.2836,8.0,160,168,2023-03-26 04:01:44.335810
7423,2011-11-10,winter,2011,Nov,21,0,Thu,Working_day,Clear,0.36,0.3333,0.57,0.2537,6.0,130,136,2023-03-26 04:01:44.335810
7424,2011-11-10,winter,2011,Nov,22,0,Thu,Working_day,Clear,0.36,0.3333,0.53,0.2836,5.0,84,89,2023-03-26 04:01:44.335810
7425,2011-11-10,winter,2011,Nov,23,0,Thu,Working_day,Mist,0.34,0.3333,0.57,0.1642,9.0,73,82,2023-03-26 04:01:44.335810
7426,2011-11-11,winter,2011,Nov,0,1,Fri,Holyday,Clear,0.34,0.3182,0.53,0.2537,10.0,56,66,2023-03-26 04:01:44.335810
7427,2011-11-11,winter,2011,Nov,1,1,Fri,Holyday,Clear,0.32,0.303,0.57,0.3284,3.0,16,19,2023-03-26 04:01:44.335810
7428,2011-11-11,winter,2011,Nov,2,1,Fri,Holyday,Clear,0.32,0.2879,0.57,0.2836,1.0,10,11,2023-03-26 04:01:44.335810
7429,2011-11-11,winter,2011,Nov,3,1,Fri,Holyday,Clear,0.3,0.2879,0.61,0.194,0.0,6,6,2023-03-26 04:01:44.335810
7430,2011-11-11,winter,2011,Nov,4,1,Fri,Holyday,Clear,0.3,0.2879,0.61,0.194,0.0,8,8,2023-03-26 04:01:44.335810
7431,2011-11-11,winter,2011,Nov,5,1,Fri,Holyday,Clear,0.3,0.2879,0.49,0.2537,0.0,13,13,2023-03-26 04:01:44.335810
7432,2011-11-11,winter,2011,Nov,6,1,Fri,Holyday,Clear,0.28,0.2576,0.45,0.3284,0.0,46,46,2023-03-26 04:01:44.335810
7433,2011-11-11,winter,2011,Nov,7,1,Fri,Holyday,Clear,0.28,0.2727,0.45,0.2537,5.0,116,121,2023-03-26 04:01:44.335810
7434,2011-11-11,winter,2011,Nov,8,1,Fri,Holyday,Clear,0.3,0.2727,0.42,0.3582,9.0,249,258,2023-03-26 04:01:44.335810
7435,2011-11-11,winter,2011,Nov,9,1,Fri,Holyday,Clear,0.32,0.2879,0.45,0.4478,15.0,186,201,2023-03-26 04:01:44.335810
7436,2011-11-11,winter,2011,Nov,10,1,Fri,Holyday,Clear,0.32,0.2727,0.42,0.5522,38.0,162,200,2023-03-26 04:01:44.335810
7437,2011-11-11,winter,2011,Nov,11,1,Fri,Holyday,Clear,0.34,0.2879,0.42,0.4925,20.0,150,170,2023-03-26 04:01:44.335810
7438,2011-11-11,winter,2011,Nov,12,1,Fri,Holyday,Clear,0.34,0.2879,0.42,0.4627,41.0,198,239,2023-03-26 04:01:44.335810
7439,2011-11-11,winter,2011,Nov,13,1,Fri,Holyday,Clear,0.38,0.3939,0.37,0.5522,57.0,179,236,2023-03-26 04:01:44.335810
7440,2011-11-11,winter,2011,Nov,14,1,Fri,Holyday,Clear,0.38,0.3939,0.37,0.4627,64.0,183,247,2023-03-26 04:01:44.335810
7441,2011-11-11,winter,2011,Nov,15,1,Fri,Holyday,Clear,0.36,0.3333,0.37,0.4179,29.0,187,216,2023-03-26 04:01:44.335810
7442,2011-11-11,winter,2011,Nov,16,1,Fri,Holyday,Clear,0.36,0.3333,0.34,0.3284,49.0,189,238,2023-03-26 04:01:44.335810
7443,2011-11-11,winter,2011,Nov,17,1,Fri,Holyday,Clear,0.34,0.303,0.39,0.3284,24.0,286,310,2023-03-26 04:01:44.335810
7444,2011-11-11,winter,2011,Nov,18,1,Fri,Holyday,Clear,0.34,0.3182,0.39,0.2537,23.0,185,208,2023-03-26 04:01:44.335810
7445,2011-11-11,winter,2011,Nov,19,1,Fri,Holyday,Clear,0.32,0.3182,0.39,0.1642,17.0,182,199,2023-03-26 04:01:44.335810
7446,2011-11-11,winter,2011,Nov,20,1,Fri,Holyday,Clear,0.32,0.3182,0.39,0.194,12.0,97,109,2023-03-26 04:01:44.335810
7447,2011-11-11,winter,2011,Nov,21,1,Fri,Holyday,Clear,0.3,0.303,0.45,0.1642,4.0,79,83,2023-03-26 04:01:44.335810
7448,2011-11-11,winter,2011,Nov,22,1,Fri,Holyday,Clear,0.32,0.3182,0.39,0.194,13.0,78,91,2023-03-26 04:01:44.335810
7449,2011-11-11,winter,2011,Nov,23,1,Fri,Holyday,Clear,0.3,0.3182,0.45,0.0896,6.0,67,73,2023-03-26 04:01:44.335810
7450,2011-11-12,winter,2011,Nov,0,0,Sat,Holyday,Clear,0.24,0.2424,0.6,0.1343,12.0,52,64,2023-03-26 04:01:44.335810
7451,2011-11-12,winter,2011,Nov,1,0,Sat,Holyday,Clear,0.24,0.2424,0.6,0.1343,9.0,45,54,2023-03-26 04:01:44.335810
7452,2011-11-12,winter,2011,Nov,2,0,Sat,Holyday,Clear,0.24,0.2576,0.65,0.0896,7.0,39,46,2023-03-26 04:01:44.335810
7453,2011-11-12,winter,2011,Nov,3,0,Sat,Holyday,Clear,0.24,0.2424,0.7,0.1343,4.0,13,17,2023-03-26 04:01:44.335810
7454,2011-11-12,winter,2011,Nov,4,0,Sat,Holyday,Clear,0.2,0.2121,0.8,0.1343,0.0,7,7,2023-03-26 04:01:44.335810
7455,2011-11-12,winter,2011,Nov,5,0,Sat,Holyday,Clear,0.22,0.2576,0.75,0.0896,1.0,3,4,2023-03-26 04:01:44.335810
7456,2011-11-12,winter,2011,Nov,6,0,Sat,Holyday,Clear,0.22,0.2273,0.75,0.1642,0.0,7,7,2023-03-26 04:01:44.335810
7457,2011-11-12,winter,2011,Nov,7,0,Sat,Holyday,Clear,0.22,0.2273,0.75,0.194,3.0,24,27,2023-03-26 04:01:44.335810
7458,2011-11-12,winter,2011,Nov,8,0,Sat,Holyday,Clear,0.26,0.2576,0.7,0.194,14.0,87,101,2023-03-26 04:01:44.335810
7459,2011-11-12,winter,2011,Nov,9,0,Sat,Holyday,Clear,0.3,0.303,0.61,0.1642,18.0,142,160,2023-03-26 04:01:44.335810
7460,2011-11-12,winter,2011,Nov,10,0,Sat,Holyday,Clear,0.34,0.3182,0.61,0.2836,62.0,170,232,2023-03-26 04:01:44.335810
7461,2011-11-12,winter,2011,Nov,11,0,Sat,Holyday,Clear,0.38,0.3939,0.54,0.2836,102.0,213,315,2023-03-26 04:01:44.335810
7462,2011-11-12,winter,2011,Nov,12,0,Sat,Holyday,Clear,0.44,0.4394,0.44,0.2836,142.0,224,366,2023-03-26 04:01:44.335810
7463,2011-11-12,winter,2011,Nov,13,0,Sat,Holyday,Clear,0.48,0.4697,0.36,0.2836,128.0,225,353,2023-03-26 04:01:44.335810
7464,2011-11-12,winter,2011,Nov,14,0,Sat,Holyday,Clear,0.5,0.4848,0.36,0.2985,191.0,244,435,2023-03-26 04:01:44.335810
7465,2011-11-12,winter,2011,Nov,15,0,Sat,Holyday,Clear,0.52,0.5,0.29,0.2836,165.0,221,386,2023-03-26 04:01:44.335810
7466,2011-11-12,winter,2011,Nov,16,0,Sat,Holyday,Clear,0.52,0.5,0.32,0.2537,137.0,224,361,2023-03-26 04:01:44.335810
7467,2011-11-12,winter,2011,Nov,17,0,Sat,Holyday,Clear,0.5,0.4848,0.34,0.2537,92.0,193,285,2023-03-26 04:01:44.335810
7468,2011-11-12,winter,2011,Nov,18,0,Sat,Holyday,Clear,0.42,0.4242,0.58,0.194,53.0,150,203,2023-03-26 04:01:44.335810
7469,2011-11-12,winter,2011,Nov,19,0,Sat,Holyday,Clear,0.42,0.4242,0.5,0.2537,32.0,139,171,2023-03-26 04:01:44.335810
7470,2011-11-12,winter,2011,Nov,20,0,Sat,Holyday,Clear,0.42,0.4242,0.5,0.2836,31.0,101,132,2023-03-26 04:01:44.335810
7471,2011-11-12,winter,2011,Nov,21,0,Sat,Holyday,Clear,0.42,0.4242,0.47,0.2836,19.0,103,122,2023-03-26 04:01:44.335810
7472,2011-11-12,winter,2011,Nov,22,0,Sat,Holyday,Clear,0.42,0.4242,0.47,0.2537,30.0,88,118,2023-03-26 04:01:44.335810
7473,2011-11-12,winter,2011,Nov,23,0,Sat,Holyday,Clear,0.4,0.4091,0.58,0.1642,23.0,78,101,2023-03-26 04:01:44.335810
7474,2011-11-13,winter,2011,Nov,0,0,Sun,Holyday,Mist,0.4,0.4091,0.58,0.194,12.0,61,73,2023-03-26 04:01:44.335810
7475,2011-11-13,winter,2011,Nov,1,0,Sun,Holyday,Mist,0.36,0.3485,0.66,0.194,13.0,58,71,2023-03-26 04:01:44.335810
7476,2011-11-13,winter,2011,Nov,2,0,Sun,Holyday,Clear,0.36,0.3636,0.57,0.1045,9.0,48,57,2023-03-26 04:01:44.335810
7477,2011-11-13,winter,2011,Nov,3,0,Sun,Holyday,Mist,0.36,0.3485,0.62,0.1343,8.0,20,28,2023-03-26 04:01:44.335810
7478,2011-11-13,winter,2011,Nov,4,0,Sun,Holyday,Mist,0.36,0.3485,0.62,0.1343,1.0,5,6,2023-03-26 04:01:44.335810
7479,2011-11-13,winter,2011,Nov,5,0,Sun,Holyday,Clear,0.34,0.3333,0.61,0.1642,2.0,3,5,2023-03-26 04:01:44.335810
7480,2011-11-13,winter,2011,Nov,6,0,Sun,Holyday,Clear,0.34,0.3333,0.66,0.1343,5.0,18,23,2023-03-26 04:01:44.335810
7481,2011-11-13,winter,2011,Nov,7,0,Sun,Holyday,Clear,0.34,0.3182,0.66,0.2239,13.0,30,43,2023-03-26 04:01:44.335810
7482,2011-11-13,winter,2011,Nov,8,0,Sun,Holyday,Clear,0.34,0.3485,0.66,0.0896,24.0,55,79,2023-03-26 04:01:44.335810
7483,2011-11-13,winter,2011,Nov,9,0,Sun,Holyday,Clear,0.4,0.4091,0.54,0.2836,38.0,97,135,2023-03-26 04:01:44.335810
7484,2011-11-13,winter,2011,Nov,10,0,Sun,Holyday,Clear,0.44,0.4394,0.44,0.3284,63.0,178,241,2023-03-26 04:01:44.335810
7485,2011-11-13,winter,2011,Nov,11,0,Sun,Holyday,Clear,0.46,0.4545,0.4,0.4179,108.0,187,295,2023-03-26 04:01:44.335810
7486,2011-11-13,winter,2011,Nov,12,0,Sun,Holyday,Mist,0.52,0.5,0.29,0.4179,112.0,242,354,2023-03-26 04:01:44.335810
7487,2011-11-13,winter,2011,Nov,13,0,Sun,Holyday,Mist,0.52,0.5,0.29,0.4179,105.0,234,339,2023-03-26 04:01:44.335810
7488,2011-11-13,winter,2011,Nov,14,0,Sun,Holyday,Mist,0.54,0.5152,0.28,0.4925,108.0,263,371,2023-03-26 04:01:44.335810
7489,2011-11-13,winter,2011,Nov,15,0,Sun,Holyday,Mist,0.5,0.4848,0.42,0.3284,89.0,221,310,2023-03-26 04:01:44.335810
7490,2011-11-13,winter,2011,Nov,16,0,Sun,Holyday,Mist,0.54,0.5152,0.28,0.3881,93.0,226,319,2023-03-26 04:01:44.335810
7491,2011-11-13,winter,2011,Nov,17,0,Sun,Holyday,Clear,0.52,0.5,0.27,0.3284,44.0,187,231,2023-03-26 04:01:44.335810
7492,2011-11-13,winter,2011,Nov,18,0,Sun,Holyday,Clear,0.52,0.5,0.27,0.3284,35.0,155,190,2023-03-26 04:01:44.335810
7493,2011-11-13,winter,2011,Nov,19,0,Sun,Holyday,Clear,0.5,0.4848,0.29,0.3582,36.0,121,157,2023-03-26 04:01:44.335810
7494,2011-11-13,winter,2011,Nov,20,0,Sun,Holyday,Clear,0.5,0.4848,0.31,0.3582,24.0,115,139,2023-03-26 04:01:44.335810
7495,2011-11-13,winter,2011,Nov,21,0,Sun,Holyday,Clear,0.48,0.4697,0.36,0.2537,19.0,76,95,2023-03-26 04:01:44.335810
7496,2011-11-13,winter,2011,Nov,22,0,Sun,Holyday,Clear,0.48,0.4697,0.41,0.3881,25.0,64,89,2023-03-26 04:01:44.335810
7497,2011-11-13,winter,2011,Nov,23,0,Sun,Holyday,Clear,0.46,0.4545,0.51,0.2985,18.0,49,67,2023-03-26 04:01:44.335810
7498,2011-11-14,winter,2011,Nov,0,0,Mon,Working_day,Clear,0.46,0.4545,0.59,0.2836,8.0,22,30,2023-03-26 04:01:44.335810
7499,2011-11-14,winter,2011,Nov,1,0,Mon,Working_day,Clear,0.46,0.4545,0.63,0.2985,5.0,6,11,2023-03-26 04:01:44.335810
7500,2011-11-14,winter,2011,Nov,2,0,Mon,Working_day,Clear,0.46,0.4545,0.63,0.3582,7.0,10,17,2023-03-26 04:01:44.335810
7501,2011-11-14,winter,2011,Nov,3,0,Mon,Working_day,Clear,0.44,0.4394,0.67,0.2836,4.0,3,7,2023-03-26 04:01:44.335810
7502,2011-11-14,winter,2011,Nov,4,0,Mon,Working_day,Clear,0.44,0.4394,0.67,0.2239,0.0,5,5,2023-03-26 04:01:44.335810
7503,2011-11-14,winter,2011,Nov,5,0,Mon,Working_day,Mist,0.44,0.4394,0.67,0.2537,0.0,19,19,2023-03-26 04:01:44.335810
7504,2011-11-14,winter,2011,Nov,6,0,Mon,Working_day,Mist,0.44,0.4394,0.72,0.2239,10.0,104,114,2023-03-26 04:01:44.335810
7505,2011-11-14,winter,2011,Nov,7,0,Mon,Working_day,Clear,0.44,0.4394,0.72,0.2537,11.0,311,322,2023-03-26 04:01:44.335810
7506,2011-11-14,winter,2011,Nov,8,0,Mon,Working_day,Mist,0.46,0.4545,0.67,0.194,27.0,425,452,2023-03-26 04:01:44.335810
7507,2011-11-14,winter,2011,Nov,9,0,Mon,Working_day,Mist,0.48,0.4697,0.67,0.3284,29.0,204,233,2023-03-26 04:01:44.335810
7508,2011-11-14,winter,2011,Nov,10,0,Mon,Working_day,Mist,0.5,0.4848,0.63,0.2836,26.0,85,111,2023-03-26 04:01:44.335810
7509,2011-11-14,winter,2011,Nov,11,0,Mon,Working_day,Mist,0.54,0.5152,0.6,0.2836,22.0,106,128,2023-03-26 04:01:44.335810
7510,2011-11-14,winter,2011,Nov,12,0,Mon,Working_day,Clear,0.56,0.5303,0.56,0.2985,36.0,166,202,2023-03-26 04:01:44.335810
7511,2011-11-14,winter,2011,Nov,13,0,Mon,Working_day,Clear,0.6,0.6212,0.49,0.3881,50.0,153,203,2023-03-26 04:01:44.335810
7512,2011-11-14,winter,2011,Nov,14,0,Mon,Working_day,Clear,0.62,0.6212,0.46,0.4478,47.0,138,185,2023-03-26 04:01:44.335810
7513,2011-11-14,winter,2011,Nov,15,0,Mon,Working_day,Clear,0.64,0.6212,0.44,0.3284,53.0,142,195,2023-03-26 04:01:44.335810
7514,2011-11-14,winter,2011,Nov,16,0,Mon,Working_day,Clear,0.62,0.6212,0.46,0.4179,51.0,264,315,2023-03-26 04:01:44.335810
7515,2011-11-14,winter,2011,Nov,17,0,Mon,Working_day,Clear,0.62,0.6212,0.46,0.2537,55.0,464,519,2023-03-26 04:01:44.335810
7516,2011-11-14,winter,2011,Nov,18,0,Mon,Working_day,Clear,0.56,0.5303,0.56,0.2836,29.0,460,489,2023-03-26 04:01:44.335810
7517,2011-11-14,winter,2011,Nov,19,0,Mon,Working_day,Clear,0.6,0.6212,0.53,0.2985,28.0,274,302,2023-03-26 04:01:44.335810
7518,2011-11-14,winter,2011,Nov,20,0,Mon,Working_day,Clear,0.6,0.6212,0.53,0.3582,30.0,210,240,2023-03-26 04:01:44.335810
7519,2011-11-14,winter,2011,Nov,21,0,Mon,Working_day,Clear,0.6,0.6212,0.53,0.3582,37.0,176,213,2023-03-26 04:01:44.335810
7520,2011-11-14,winter,2011,Nov,22,0,Mon,Working_day,Clear,0.58,0.5455,0.56,0.3582,17.0,96,113,2023-03-26 04:01:44.335810
7521,2011-11-14,winter,2011,Nov,23,0,Mon,Working_day,Clear,0.56,0.5303,0.64,0.2985,13.0,48,61,2023-03-26 04:01:44.335810
7522,2011-11-15,winter,2011,Nov,0,0,Tue,Working_day,Clear,0.56,0.5303,0.64,0.3582,7.0,15,22,2023-03-26 04:01:44.335810
7523,2011-11-15,winter,2011,Nov,1,0,Tue,Working_day,Clear,0.56,0.5303,0.6,0.2985,5.0,5,10,2023-03-26 04:01:44.335810
7524,2011-11-15,winter,2011,Nov,2,0,Tue,Working_day,Clear,0.56,0.5303,0.64,0.2537,7.0,8,15,2023-03-26 04:01:44.335810
7525,2011-11-15,winter,2011,Nov,3,0,Tue,Working_day,Mist,0.54,0.5152,0.68,0.3284,0.0,4,4,2023-03-26 04:01:44.335810
7526,2011-11-15,winter,2011,Nov,4,0,Tue,Working_day,Clear,0.56,0.5303,0.64,0.2985,1.0,6,7,2023-03-26 04:01:44.335810
7527,2011-11-15,winter,2011,Nov,5,0,Tue,Working_day,Clear,0.54,0.5152,0.68,0.2836,2.0,26,28,2023-03-26 04:01:44.335810
7528,2011-11-15,winter,2011,Nov,6,0,Tue,Working_day,Mist,0.56,0.5303,0.64,0.0896,4.0,104,108,2023-03-26 04:01:44.335810
7529,2011-11-15,winter,2011,Nov,7,0,Tue,Working_day,Mist,0.54,0.5152,0.68,0.1642,21.0,298,319,2023-03-26 04:01:44.335810
7530,2011-11-15,winter,2011,Nov,8,0,Tue,Working_day,Mist,0.54,0.5152,0.68,0.1045,27.0,453,480,2023-03-26 04:01:44.335810
7531,2011-11-15,winter,2011,Nov,9,0,Tue,Working_day,Mist,0.56,0.5303,0.64,0.0896,26.0,174,200,2023-03-26 04:01:44.335810
7532,2011-11-15,winter,2011,Nov,10,0,Tue,Working_day,Mist,0.56,0.5303,0.64,0.2836,23.0,115,138,2023-03-26 04:01:44.335810
7533,2011-11-15,winter,2011,Nov,11,0,Tue,Working_day,Mist,0.56,0.5303,0.64,0.194,18.0,116,134,2023-03-26 04:01:44.335810
7534,2011-11-15,winter,2011,Nov,12,0,Tue,Working_day,Mist,0.54,0.5152,0.68,0.0,28.0,148,176,2023-03-26 04:01:44.335810
7535,2011-11-15,winter,2011,Nov,13,0,Tue,Working_day,Light Snow,0.54,0.5152,0.6,0.2239,21.0,132,153,2023-03-26 04:01:44.335810
7536,2011-11-15,winter,2011,Nov,14,0,Tue,Working_day,Mist,0.54,0.5152,0.6,0.2836,27.0,120,147,2023-03-26 04:01:44.335810
